Return Date,product_id,store_id,quantity
10-May-24,1231,13,1
17-May-24,54,15,1
17-May-24,752,15,2
17-May-24,804,15,1
17-May-24,906,11,1
17-May-24,1236,15,2
17-May-24,1328,11,2
17-May-24,1369,11,1
17-May-24,379,16,1
28-May-24,784,16,1
28-May-24,888,16,1
5-Jun-24,909,16,1
16-Jun-24,281,24,1
16-Jun-24,360,24,1
16-Jun-24,428,24,2
16-Jun-24,564,24,1
16-Jun-24,581,16,1
16-Jun-24,814,16,1
18-Jun-24,1044,24,1
18-Jun-24,1222,24,1
18-Jun-24,1305,16,1
28-Jun-24,1318,6,1
28-Jun-24,1347,24,1
28-Jun-24,522,15,2
29-Jun-24,555,15,2
29-Jun-24,871,15,1
29-Jun-24,990,15,1
3-Jul-24,1274,15,1
3-Jul-24,1497,15,1
3-Jul-24,515,3,2
3-Jul-24,722,3,1
3-Jul-24,1514,3,1
3-Jul-24,1533,3,1
3-Jul-24,207,7,1
3-Jul-24,566,7,1
3-Jul-24,789,13,1
5-Jul-24,903,7,1
5-Jul-24,920,13,1
5-Jul-24,957,13,2
5-Jul-24,990,23,1
5-Jul-24,1356,13,1
5-Jul-24,1458,13,1
5-Jul-24,1469,7,1
5-Jul-24,100,15,1
5-Jul-24,246,6,1
7-Jul-24,373,15,1
7-Jul-24,902,15,2
7-Jul-24,1269,15,2
7-Jul-24,20,15,1
7-Jul-24,208,3,2
15-Jul-24,209,15,1
15-Jul-24,517,15,1
15-Jul-24,824,24,1
15-Jul-24,848,15,1
15-Jul-24,987,3,1
15-Jul-24,1382,24,1
21-Jul-24,1433,3,1
21-Jul-24,1483,15,1
21-Jul-24,574,16,1
21-Jul-24,951,16,2
3-Aug-24,1207,16,2
3-Aug-24,1433,16,1
3-Aug-24,800,3,2
3-Aug-24,939,3,1
3-Aug-24,1029,3,1
3-Aug-24,106,17,2
3-Aug-24,343,16,1
3-Aug-24,376,16,1
8-Aug-24,574,16,2
8-Aug-24,599,17,1
8-Aug-24,1165,17,2
8-Aug-24,1231,16,1
8-Aug-24,1316,17,2
8-Aug-24,1454,17,1
8-Aug-24,1493,16,1
18-Aug-24,238,3,1
18-Aug-24,551,23,1
22-Aug-24,1041,3,2
29-Aug-24,1246,3,1
29-Aug-24,1352,3,1
29-Aug-24,1538,3,2
29-Aug-24,45,17,2
29-Aug-24,49,3,1
5-Sep-24,103,6,1
5-Sep-24,109,6,1
5-Sep-24,372,17,1
5-Sep-24,664,6,1
5-Sep-24,690,17,1
9-Sep-24,754,3,1
9-Sep-24,921,17,1
9-Sep-24,1022,3,2
9-Sep-24,1138,17,1
9-Sep-24,68,13,1
9-Sep-24,133,13,1
9-Sep-24,187,11,1
11-Sep-24,295,13,1
11-Sep-24,342,13,1
11-Sep-24,398,13,1
11-Sep-24,440,13,1
11-Sep-24,456,7,1
19-Sep-24,462,11,2
19-Sep-24,519,13,1
19-Sep-24,619,13,1
19-Sep-24,652,13,1
19-Sep-24,676,11,1
19-Sep-24,684,13,1
19-Sep-24,766,7,1
19-Sep-24,832,13,1
19-Sep-24,929,13,2
22-Sep-24,1202,13,1
22-Sep-24,1365,7,2
2-Oct-24,1368,13,1
2-Oct-24,1406,13,1
2-Oct-24,1428,13,1
3-Oct-24,1434,13,1
3-Oct-24,81,15,1
3-Oct-24,376,17,1
13-Oct-24,409,15,2
13-Oct-24,463,17,1
13-Oct-24,583,15,1
25-Oct-24,858,17,1
25-Oct-24,1021,11,1
26-Oct-24,1112,17,1
26-Oct-24,1190,17,1
26-Oct-24,1243,17,1
26-Oct-24,1309,17,1
1-Nov-24,1434,11,1
1-Nov-24,1480,15,1
1-Nov-24,111,11,1
1-Nov-24,161,11,1
1-Nov-24,465,11,1
7-Nov-24,671,11,1
7-Nov-24,993,11,2
7-Nov-24,368,7,1
7-Nov-24,408,7,1
7-Nov-24,948,7,1
7-Nov-24,1263,7,1
7-Nov-24,171,6,1
8-Nov-24,295,6,1
8-Nov-24,600,6,1
8-Nov-24,636,6,1
8-Nov-24,724,6,1
8-Nov-24,1298,6,2
8-Nov-24,1432,6,1
8-Nov-24,953,23,2
8-Nov-24,105,24,1
25-Nov-24,179,24,1
25-Nov-24,571,24,2
25-Nov-24,728,24,1
25-Nov-24,1190,24,1
29-Nov-24,1199,24,1
29-Nov-24,57,13,1
29-Nov-24,93,13,1
29-Nov-24,439,17,1
29-Nov-24,446,17,1
1-Dec-24,497,17,1
1-Dec-24,717,13,1
1-Dec-24,799,17,1
1-Dec-24,848,17,1
7-Dec-24,1285,17,1
7-Dec-24,1427,13,1
7-Dec-24,1498,13,1
7-Dec-24,1528,13,1
7-Dec-24,82,23,1
7-Dec-24,574,23,1
7-Dec-24,636,17,2
7-Dec-24,672,23,1
7-Dec-24,868,17,1
10-Dec-24,1061,17,1
10-Dec-24,1275,17,1
10-Dec-24,1429,17,2
10-Dec-24,1441,17,1
10-Dec-24,438,7,2
10-Dec-24,1170,7,1
10-Dec-24,1194,7,1
11-Dec-24,1453,7,1
11-Dec-24,255,11,1
11-Dec-24,257,11,1
11-Dec-24,307,11,1
11-Dec-24,814,11,1
11-Dec-24,864,11,1
27-Dec-24,543,15,2
13-Jan-23,1328,15,1
13-Jan-23,27,17,1
13-Jan-23,416,17,1
13-Jan-23,441,17,2
13-Jan-23,523,23,1
13-Jan-23,699,17,1
16-Jan-23,732,17,1
16-Jan-23,1161,24,1
16-Jan-23,1337,23,1
16-Jan-23,1455,17,1
26-Jan-23,1536,17,1
26-Jan-23,115,16,1
26-Jan-23,164,3,1
26-Jan-23,245,16,1
26-Jan-23,659,7,2
26-Jan-23,734,3,1
29-Jan-23,861,16,2
29-Jan-23,886,7,1
29-Jan-23,921,7,1
29-Jan-23,968,16,2
29-Jan-23,1010,3,1
10-Feb-23,1025,24,2
10-Feb-23,1122,24,1
10-Feb-23,1423,7,1
10-Feb-23,1463,24,1
17-Feb-23,455,7,1
17-Feb-23,543,24,1
17-Feb-23,1232,7,1
17-Feb-23,48,3,1
17-Feb-23,358,3,1
17-Feb-23,697,3,2
19-Feb-23,1169,3,1
19-Feb-23,366,17,1
19-Feb-23,371,7,1
25-Feb-23,477,17,1
25-Feb-23,507,17,1
25-Feb-23,570,17,1
25-Feb-23,900,17,1
25-Feb-23,1409,7,1
18-Mar-23,1458,7,1
18-Mar-23,1463,17,1
20-Mar-23,1533,7,1
20-Mar-23,265,13,1
20-Mar-23,1253,13,1
20-Mar-23,372,15,1
22-Mar-23,1288,15,1
22-Mar-23,883,11,1
22-Mar-23,1541,11,1
22-Mar-23,20,23,1
22-Mar-23,104,23,1
22-Mar-23,116,15,1
22-Mar-23,138,15,1
28-Mar-23,219,15,2
28-Mar-23,564,13,1
28-Mar-23,618,15,1
28-Mar-23,943,13,1
28-Mar-23,1171,15,1
28-Mar-23,1362,13,1
29-Mar-23,1450,23,1
29-Mar-23,3,17,1
29-Mar-23,14,6,1
29-Mar-23,265,6,2
3-Apr-23,339,6,1
3-Apr-23,514,6,1
3-Apr-23,573,17,1
3-Apr-23,1336,24,2
3-Apr-23,1404,24,1
3-Apr-23,1453,24,1
7-Apr-23,1453,6,1
7-Apr-23,1454,6,2
7-Apr-23,11,13,1
7-Apr-23,47,16,2
7-Apr-23,82,11,2
7-Apr-23,140,6,1
13-Apr-23,194,16,1
13-Apr-23,324,11,1
15-Apr-23,370,13,1
15-Apr-23,646,6,1
15-Apr-23,671,13,1
23-Apr-23,786,6,1
23-Apr-23,816,13,1
3-May-23,881,13,2
3-May-23,1266,6,1
3-May-23,1330,6,2
5-May-23,1382,11,1
9-May-23,1389,6,1
9-May-23,1447,13,1
9-May-23,1557,11,1
9-May-23,274,17,1
14-May-23,360,13,1
14-May-23,845,13,1
14-May-23,1201,17,1
14-May-23,1257,17,1
14-May-23,82,6,1
29-May-23,1026,6,1
29-May-23,1362,24,1
29-May-23,195,13,1
15-Jun-23,415,13,1
15-Jun-23,675,13,1
15-Jun-23,948,13,1
15-Jun-23,1172,13,2
16-Jun-23,1386,13,1
16-Jun-23,1524,13,1
16-Jun-23,878,11,1
16-Jun-23,277,7,1
16-Jun-23,549,3,1
16-Jun-23,587,3,1
21-Jun-23,638,3,1
21-Jun-23,691,3,1
21-Jun-23,1137,7,1
21-Jun-23,1403,7,1
21-Jun-23,1414,7,1
22-Jun-23,376,6,1
22-Jun-23,907,6,1
22-Jun-23,1021,6,1
27-Jun-23,1075,6,1
27-Jun-23,270,3,1
27-Jun-23,593,3,1
27-Jun-23,619,3,1
27-Jun-23,1432,3,2
27-Jun-23,331,6,1
2-Jul-23,427,11,1
2-Jul-23,515,11,1
4-Jul-23,597,11,1
4-Jul-23,991,6,1
4-Jul-23,17,17,2
5-Jul-23,275,17,1
5-Jul-23,1411,17,1
5-Jul-23,477,16,1
5-Jul-23,486,16,2
5-Jul-23,746,16,1
6-Jul-23,870,23,2
6-Jul-23,1212,16,1
27-Jul-23,6,16,2
27-Jul-23,317,16,1
27-Jul-23,587,16,2
27-Jul-23,645,3,1
27-Jul-23,727,16,2
27-Jul-23,1422,3,1
27-Jul-23,1539,16,1
4-Aug-23,1545,16,1
4-Aug-23,1558,16,1
14-Aug-23,163,15,1
14-Aug-23,191,7,1
15-Aug-23,225,7,1
15-Aug-23,444,7,1
15-Aug-23,491,15,1
15-Aug-23,982,15,1
15-Aug-23,993,15,1
15-Aug-23,1028,23,1
15-Aug-23,1052,15,1
22-Aug-23,1183,15,1
22-Aug-23,1357,15,1
22-Aug-23,142,23,1
22-Aug-23,868,15,2
22-Aug-23,1210,15,1
26-Aug-23,78,7,1
26-Aug-23,639,7,1
26-Aug-23,644,13,1
26-Aug-23,691,13,1
14-Sep-23,1132,13,1
14-Sep-23,1157,13,1
14-Sep-23,1314,13,2
14-Sep-23,1447,13,1
20-Sep-23,1531,7,1
20-Sep-23,102,16,1
21-Sep-23,649,24,1
21-Sep-23,930,16,1
21-Sep-23,973,24,1
21-Sep-23,1008,16,1
21-Sep-23,1104,24,1
21-Sep-23,1283,16,1
21-Sep-23,71,3,1
21-Sep-23,200,3,1
21-Sep-23,404,17,1
21-Sep-23,412,3,1
21-Sep-23,630,17,1
22-Sep-23,803,3,1
22-Sep-23,1009,3,1
22-Sep-23,1323,17,1
22-Sep-23,268,3,1
23-Sep-23,362,3,1
23-Sep-23,748,3,2
23-Sep-23,1137,3,1
23-Sep-23,41,16,1
23-Sep-23,400,13,1
23-Sep-23,545,17,2
23-Sep-23,749,16,1
23-Sep-23,949,17,1
23-Sep-23,1161,13,2
23-Sep-23,1330,16,1
6-Oct-23,157,24,1
6-Oct-23,166,24,2
10-Oct-23,463,24,1
10-Oct-23,866,24,2
10-Oct-23,420,15,1
10-Oct-23,471,11,1
10-Oct-23,527,15,1
10-Oct-23,692,15,2
10-Oct-23,1178,15,1
10-Oct-23,1261,11,1
10-Oct-23,1388,15,1
10-Oct-23,122,11,1
14-Oct-23,145,13,1
14-Oct-23,165,13,1
14-Oct-23,304,13,1
14-Oct-23,340,13,1
14-Oct-23,407,13,1
14-Oct-23,590,17,1
14-Oct-23,629,13,1
14-Oct-23,629,17,2
14-Oct-23,702,13,1
14-Oct-23,735,13,2
14-Oct-23,739,17,1
21-Oct-23,763,13,1
21-Oct-23,831,13,1
21-Oct-23,832,17,1
21-Oct-23,852,7,1
21-Oct-23,868,7,1
26-Oct-23,1014,11,2
26-Oct-23,1084,13,1
3-Nov-23,1120,13,1
3-Nov-23,1177,13,1
3-Nov-23,1228,17,1
3-Nov-23,1258,13,2
3-Nov-23,1273,13,1
3-Nov-23,1320,13,2
3-Nov-23,1353,11,2
10-Nov-23,1442,7,1
10-Nov-23,1480,11,1
10-Nov-23,1505,13,1
10-Nov-23,1531,13,1
10-Nov-23,340,11,1
10-Nov-23,1447,11,1
10-Nov-23,1452,11,1
21-Nov-23,54,17,2
21-Nov-23,109,17,1
22-Nov-23,170,7,2
22-Nov-23,325,7,1
22-Nov-23,493,17,1
22-Nov-23,640,23,1
28-Nov-23,722,17,1
28-Nov-23,767,23,1
28-Nov-23,780,23,1
28-Nov-23,830,17,1
7-Dec-23,960,23,1
7-Dec-23,1087,17,2
7-Dec-23,1179,17,1
7-Dec-23,111,16,1
7-Dec-23,214,11,1
7-Dec-23,332,24,1
7-Dec-23,440,16,1
21-Dec-23,441,24,1
21-Dec-23,468,11,1
22-Dec-23,549,11,1
22-Dec-23,576,24,1
22-Dec-23,730,24,2
24-Dec-23,865,24,2
24-Dec-23,910,11,1
24-Dec-23,947,16,2
24-Dec-23,1157,24,1
24-Dec-23,1198,16,1
24-Dec-23,1450,24,2
24-Dec-23,1465,24,1
25-Dec-23,156,23,1
25-Dec-23,304,7,2
3-Jan-24,527,23,2
3-Jan-24,874,23,1
3-Jan-24,1340,7,1
3-Jan-24,1357,7,1
4-Jan-24,114,23,2
4-Jan-24,143,23,1
4-Jan-24,168,24,1
6-Jan-24,496,16,1
6-Jan-24,785,23,1
6-Jan-24,986,16,1
6-Jan-24,989,23,1
6-Jan-24,1349,16,1
6-Jan-24,329,6,1
6-Jan-24,611,6,2
6-Jan-24,1155,6,1
6-Jan-24,1169,6,1
6-Jan-24,167,15,1
10-Jan-24,190,6,1
10-Jan-24,261,15,1
10-Jan-24,336,6,1
22-Jan-24,442,6,2
22-Jan-24,484,15,1
1-Feb-24,620,6,2
1-Feb-24,952,15,1
1-Feb-24,986,6,1
6-Feb-24,1072,15,1
6-Feb-24,1256,15,1
6-Feb-24,1343,15,2
6-Feb-24,1405,15,2
6-Feb-24,1523,6,1
6-Feb-24,51,6,1
6-Feb-24,523,15,1
8-Feb-24,791,24,1
8-Feb-24,801,3,1
8-Feb-24,887,24,1
8-Feb-24,896,15,1
8-Feb-24,944,7,1
8-Feb-24,984,24,1
17-Feb-24,1135,3,2
17-Feb-24,1164,3,1
19-Feb-24,1217,6,1
19-Feb-24,1269,7,1
19-Feb-24,1274,3,1
19-Feb-24,1333,7,1
19-Feb-24,1368,6,1
19-Feb-24,1484,15,1
19-Feb-24,397,13,2
5-Mar-24,967,23,1
5-Mar-24,1325,15,1
5-Mar-24,1545,23,1
5-Mar-24,485,6,1
11-Mar-24,1378,6,2
11-Mar-24,66,3,1
11-Mar-24,296,3,1
11-Mar-24,1411,3,1
16-Mar-24,183,3,1
16-Mar-24,264,3,1
25-Mar-24,608,3,1
25-Mar-24,403,15,1
25-Mar-24,1048,15,1
25-Mar-24,1464,15,1
25-Mar-24,23,17,2
30-Mar-24,398,16,1
30-Mar-24,409,16,1
30-Mar-24,600,17,1
30-Mar-24,719,17,2
6-Apr-24,905,13,2
6-Apr-24,996,17,1
6-Apr-24,1378,17,1
6-Apr-24,1389,17,2
6-Apr-24,869,24,1
7-Apr-24,961,24,1
7-Apr-24,1190,24,1
7-Apr-24,19,13,2
7-Apr-24,333,13,1
7-Apr-24,550,13,1
8-Apr-24,983,13,1
8-Apr-24,997,13,1
8-Apr-24,1480,13,1
8-Apr-24,1548,13,1
8-Apr-24,221,13,1
8-Apr-24,685,11,1
12-Apr-24,704,3,1
12-Apr-24,1024,13,1
12-Apr-24,1359,13,1
29-Apr-24,547,24,1
29-Apr-24,585,16,1
29-Apr-24,1006,24,1
6-May-24,1241,24,2
17-May-24,1268,16,1
17-May-24,1364,16,1
17-May-24,1420,16,1
17-May-24,1433,24,2
24-May-24,1456,16,1
24-May-24,11,7,1
24-May-24,471,23,1
24-May-24,530,23,2
24-May-24,567,7,1
26-May-24,710,23,1
26-May-24,1141,23,2
26-May-24,1276,23,2
26-May-24,475,13,1
29-May-24,812,13,1
29-May-24,1100,13,1
29-May-24,63,7,1
6-Jun-24,487,7,1
6-Jun-24,1253,15,1
6-Jun-24,1409,15,1
6-Jun-24,1555,15,2
6-Jun-24,116,15,1
6-Jun-24,829,15,1
6-Jun-24,1421,15,1
6-Jun-24,64,3,2
7-Jun-24,299,11,1
7-Jun-24,335,11,1
7-Jun-24,390,3,1
7-Jun-24,548,11,1
7-Jun-24,723,11,2
7-Jun-24,803,11,1
8-Jun-24,808,3,1
8-Jun-24,928,11,1
8-Jun-24,1012,3,1
8-Jun-24,1357,11,1
8-Jun-24,1425,3,1
8-Jun-24,1465,3,1
8-Jun-24,96,7,1
8-Jun-24,438,6,1
8-Jun-24,544,6,1
25-Jun-24,796,7,1
25-Jun-24,1371,7,1
25-Jun-24,1554,6,1
25-Jun-24,98,16,2
25-Jun-24,126,16,1
25-Jun-24,392,7,2
29-Jun-24,579,16,1
29-Jun-24,1164,16,1
29-Jun-24,1212,7,2
4-Jul-24,1346,16,1
4-Jul-24,1362,7,1
4-Jul-24,9,6,2
16-Jul-24,184,17,1
16-Jul-24,245,17,1
16-Jul-24,430,15,1
16-Jul-24,441,15,1
16-Jul-24,910,15,2
16-Jul-24,938,17,1
20-Jul-24,1057,17,1
20-Jul-24,279,3,2
20-Jul-24,326,3,1
20-Jul-24,387,3,1
22-Jul-24,522,17,1
22-Jul-24,839,3,1
30-Jul-24,988,17,1
30-Jul-24,1091,17,1
30-Jul-24,1099,17,1
30-Jul-24,1105,3,1
30-Jul-24,1243,17,1
30-Jul-24,1338,17,1
30-Jul-24,1353,3,1
30-Jul-24,1541,17,2
